EMPRESA;REGIAO;DATACENTER;ZONA;SERVIDOR;CPU;RAM_TOTAL;RAM_USADA;RAM_PERCENT;DISCO_TOTAL;DISCO_USADO;DISCO_PERCENT;LATENCIA;PACOTES_ENVIADOS;PACOTES_RECEBIDOS;PACOTES_PERDIDOS;QTD_PR;PROCESSO1_CPU;PORCENTAGEM_PROCESSO1_CPU;PROCESSO2_CPU;PORCENTAGEM_PROCESSO2_CPU;PROCESSO3_CPU;PORCENTAGEM_PROCESSO3_CPU;PROCESSO1_RAM;PORCENTAGEM_PROCESSO1_RAM;PROCESSO2_RAM;PORCENTAGEM_PROCESSO2_RAM;PROCESSO3_RAM;PORCENTAGEM_PROCESSO3_RAM;QTD_NUCLEOS;USO_USER;USO_SISTEM;BOOTTIME;DATA_HORA;DIA_SEMANA;JOGADORES_ATIVOS
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-WEB-01;65.9;34359738368;25655405812;74.67;536870912000;300693151283;56.01;101.83;245783;103774;17;318;chrome.exe;20.3;python.exe;17.63;discord.exe;4.82;chrome.exe;2842068358;discord.exe;658679545;python.exe;488444068;32;19.72;8.86;1777908789;2026-05-31 17:33:09;Sunday;895573
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-DB-01;42.89;34359738368;20527163655;59.74;536870912000;285067882750;53.1;101.86;148643;321919;9;390;chrome.exe;22.86;python.exe;15.86;discord.exe;10.87;chrome.exe;1616730878;discord.exe;540604299;python.exe;427762891;16;18.44;8.52;1779982389;2026-05-31 17:33:09;Sunday;659488
SteamData;São Paulo;DC-SP01;ZonaC;SRV-WEB-01;88.51;34359738368;15703501066;45.7;536870912000;230332629184;42.9;30.25;258872;163320;28;200;chrome.exe;29.09;python.exe;11.08;discord.exe;11.28;chrome.exe;1897647073;discord.exe;1597380882;python.exe;754561337;16;33.94;12.89;1778772789;2026-05-31 17:53:09;Sunday;513398
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-WEB-01;67.98;34359738368;28532869412;83.04;536870912000;212502645165;39.58;118.11;131253;180256;13;339;chrome.exe;10.88;python.exe;6.02;discord.exe;14.29;chrome.exe;1133123087;discord.exe;1134673501;python.exe;905260301;32;41.24;8.46;1779723189;2026-05-31 17:53:09;Sunday;898394
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-WEB-01;36.67;34359738368;25225548904;73.42;536870912000;329184377033;61.32;22.45;146821;53298;8;347;chrome.exe;15.21;python.exe;6.31;discord.exe;11.61;chrome.exe;3716525726;discord.exe;1062886187;python.exe;325591058;32;45.27;21.74;1780241589;2026-05-31 17:53:09;Sunday;535128
SteamData;São Paulo;DC-SP01;ZonaC;SRV-API-01;82.08;34359738368;27084072931;78.83;536870912000;364444618245;67.88;107.74;215635;69200;28;204;chrome.exe;30.46;python.exe;19.54;discord.exe;14.04;chrome.exe;2819233279;discord.exe;966404406;python.exe;360761981;16;29.87;27.4;1779723189;2026-05-31 18:13:09;Sunday;595305
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-WEB-01;76.91;34359738368;18338953147;53.37;536870912000;321145543465;59.82;20.58;134103;113451;15;336;chrome.exe;24.77;python.exe;15.78;discord.exe;3.51;chrome.exe;3566306012;discord.exe;1741132978;python.exe;372603344;32;20.0;11.62;1779895989;2026-05-31 18:13:09;Sunday;793706
SteamData;Porto Alegre;DC-POA01;ZonaB;SRV-WEB-01;40.41;34359738368;23272328595;67.73;536870912000;292883692611;54.55;93.68;213371;74712;7;150;chrome.exe;14.66;python.exe;6.99;discord.exe;11.27;chrome.exe;3204693372;discord.exe;1664542711;python.exe;481099969;32;66.63;29.02;1778340789;2026-05-31 18:13:09;Sunday;618209
SteamData;São Paulo;DC-SP01;ZonaC;SRV-WEB-01;26.91;34359738368;16954979510;49.35;536870912000;347397868706;64.71;34.44;228617;151561;30;233;chrome.exe;11.91;python.exe;14.68;discord.exe;13.97;chrome.exe;1405516818;discord.exe;517797528;python.exe;823568138;32;13.3;19.73;1779723189;2026-05-31 18:33:09;Sunday;888406
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-API-01;27.77;34359738368;19077401665;55.52;536870912000;382849323083;71.31;81.6;240465;312322;29;343;chrome.exe;39.51;python.exe;5.87;discord.exe;13.41;chrome.exe;1680568138;discord.exe;1378981824;python.exe;464519828;16;54.71;20.78;1778427189;2026-05-31 18:33:09;Sunday;571502
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-DB-01;43.56;34359738368;20481630132;59.61;536870912000;298069401801;55.52;97.19;223925;103261;29;244;chrome.exe;38.68;python.exe;22.75;discord.exe;2.39;chrome.exe;2687159297;discord.exe;1810975348;python.exe;612845143;8;62.11;23.81;1779982389;2026-05-31 18:33:09;Sunday;787267
SteamData;São Paulo;DC-SP01;ZonaC;SRV-WEB-01;38.33;34359738368;19526822413;56.83;536870912000;202812404258;37.78;32.33;130956;352740;23;193;chrome.exe;23.37;python.exe;24.73;discord.exe;10.62;chrome.exe;3510488847;discord.exe;1201812389;python.exe;446252623;32;13.07;15.03;1779809589;2026-05-31 18:53:09;Sunday;778127
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-WEB-01;50.19;34359738368;12404679564;36.1;536870912000;409256393977;76.23;13.08;245194;398491;6;385;chrome.exe;34.47;python.exe;20.13;discord.exe;5.29;chrome.exe;2816620089;discord.exe;1023089700;python.exe;738726472;16;18.94;16.41;1778599989;2026-05-31 18:53:09;Sunday;782455
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-WEB-01;61.33;34359738368;19871246656;57.83;536870912000;227149018370;42.31;44.7;245621;149979;11;325;chrome.exe;36.85;python.exe;14.41;discord.exe;10.76;chrome.exe;3833655778;discord.exe;1927564436;python.exe;596881705;16;17.02;25.35;1778254389;2026-05-31 18:53:09;Sunday;871899
SteamData;São Paulo;DC-SP01;ZonaA;SRV-WEB-01;51.44;34359738368;23757047833;69.14;536870912000;315936527617;58.85;39.73;76531;149405;12;177;chrome.exe;20.81;python.exe;24.24;discord.exe;12.95;chrome.exe;1625060349;discord.exe;722941082;python.exe;732395351;16;37.64;16.52;1778772789;2026-05-31 19:13:09;Sunday;708651
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-WEB-01;74.07;34359738368;25387552617;73.89;536870912000;401013013731;74.69;80.52;206350;364814;21;202;chrome.exe;39.94;python.exe;5.91;discord.exe;12.06;chrome.exe;3175651434;discord.exe;1595260594;python.exe;378195462;8;48.43;11.59;1779291189;2026-05-31 19:13:09;Sunday;841992
SteamData;Porto Alegre;DC-POA01;ZonaB;SRV-API-01;94.38;34359738368;16310090359;47.47;536870912000;211515266889;39.4;51.94;88471;210997;10;215;chrome.exe;32.86;python.exe;21.77;discord.exe;13.45;chrome.exe;3931230302;discord.exe;1481632135;python.exe;850292877;32;22.25;11.54;1778945589;2026-05-31 19:13:09;Sunday;749355
SteamData;São Paulo;DC-SP01;ZonaB;SRV-API-01;74.36;34359738368;23121115432;67.29;536870912000;448379744394;83.52;81.85;189728;245983;29;229;chrome.exe;34.57;python.exe;8.67;discord.exe;8.34;chrome.exe;3280270134;discord.exe;1748226359;python.exe;362515263;8;52.15;19.06;1779118389;2026-05-31 19:33:09;Sunday;675197
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-API-01;81.22;34359738368;21462701160;62.46;536870912000;352480060782;65.65;51.31;137272;249391;22;210;chrome.exe;23.21;python.exe;18.13;discord.exe;5.42;chrome.exe;2414071349;discord.exe;590450018;python.exe;900985876;16;32.63;13.78;1778599989;2026-05-31 19:33:09;Sunday;776927
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-DB-01;52.47;34359738368;13658765317;39.75;536870912000;317339335254;59.11;99.61;203991;196514;15;307;chrome.exe;34.25;python.exe;12.48;discord.exe;9.78;chrome.exe;1704829605;discord.exe;648269914;python.exe;356087223;8;58.54;27.59;1779377589;2026-05-31 19:33:09;Sunday;582986
SteamData;São Paulo;DC-SP01;ZonaC;SRV-API-01;56.56;34359738368;28170967736;81.99;536870912000;427119951547;79.56;86.56;281546;237110;1;255;chrome.exe;16.47;python.exe;10.15;discord.exe;6.38;chrome.exe;3519643646;discord.exe;1323408793;python.exe;440474001;8;15.57;23.5;1779463989;2026-05-31 19:53:09;Sunday;875906
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-DB-01;73.78;34359738368;12975358971;37.76;536870912000;431732862212;80.42;41.02;66755;316209;14;238;chrome.exe;31.58;python.exe;8.74;discord.exe;2.47;chrome.exe;3027764627;discord.exe;875332126;python.exe;431807084;32;49.53;13.42;1777822389;2026-05-31 19:53:09;Sunday;835638
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-DB-01;31.18;34359738368;29029875717;84.49;536870912000;400777426368;74.65;77.73;177345;61436;0;261;chrome.exe;31.15;python.exe;22.03;discord.exe;14.03;chrome.exe;1976552509;discord.exe;959197169;python.exe;936987752;32;57.89;5.61;1779636789;2026-05-31 19:53:09;Sunday;652454
SteamData;São Paulo;DC-SP01;ZonaA;SRV-WEB-01;55.7;34359738368;22504220000;65.5;536870912000;432393889165;80.54;29.26;70328;59392;6;316;chrome.exe;14.71;python.exe;17.36;discord.exe;12.86;chrome.exe;2281231869;discord.exe;1742426731;python.exe;705166107;16;36.68;23.65;1779118389;2026-05-31 20:13:09;Sunday;670562
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-DB-01;42.7;34359738368;13310674883;38.74;536870912000;431712917999;80.41;23.84;240543;167341;11;242;chrome.exe;32.43;python.exe;21.85;discord.exe;13.22;chrome.exe;3370569021;discord.exe;1268107642;python.exe;917997889;32;21.75;21.91;1778772789;2026-05-31 20:13:09;Sunday;832393
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-WEB-01;36.76;34359738368;14966710610;43.56;536870912000;388196271014;72.31;50.58;227745;395807;8;235;chrome.exe;22.04;python.exe;7.51;discord.exe;13.41;chrome.exe;1001673244;discord.exe;1357315806;python.exe;874741687;16;59.45;16.0;1780068789;2026-05-31 20:13:09;Sunday;579053
SteamData;São Paulo;DC-SP01;ZonaB;SRV-API-01;62.97;34359738368;21201942884;61.71;536870912000;375726049504;69.98;72.1;103839;105864;30;252;chrome.exe;17.75;python.exe;8.93;discord.exe;10.03;chrome.exe;2975412895;discord.exe;1452060903;python.exe;956049704;32;41.96;29.44;1778427189;2026-05-31 20:33:09;Sunday;580881
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-DB-01;33.63;34359738368;23586109032;68.64;536870912000;272096874793;50.68;64.37;299406;76647;22;245;chrome.exe;21.19;python.exe;12.66;discord.exe;13.61;chrome.exe;3300414725;discord.exe;1814269340;python.exe;385505385;32;67.08;5.53;1778859189;2026-05-31 20:33:09;Sunday;700024
SteamData;Porto Alegre;DC-POA01;ZonaB;SRV-WEB-01;75.62;34359738368;23486697427;68.36;536870912000;217078109290;40.43;61.46;264709;106285;6;253;chrome.exe;24.13;python.exe;10.12;discord.exe;3.58;chrome.exe;2937241336;discord.exe;1726462783;python.exe;623878195;32;56.2;10.03;1779463989;2026-05-31 20:33:09;Sunday;585767
SteamData;São Paulo;DC-SP01;ZonaB;SRV-WEB-01;71.26;34359738368;24227152921;70.51;536870912000;301706618045;56.2;61.53;114930;89856;13;176;chrome.exe;34.2;python.exe;20.4;discord.exe;2.4;chrome.exe;3079708014;discord.exe;1990416682;python.exe;983073221;8;61.64;13.28;1779463989;2026-05-31 20:53:09;Sunday;617049
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-API-01;45.84;34359738368;18592334377;54.11;536870912000;260547799315;48.53;107.84;244065;83677;17;245;chrome.exe;39.87;python.exe;13.04;discord.exe;11.93;chrome.exe;3726156431;discord.exe;1010860874;python.exe;856664080;8;39.51;29.13;1779723189;2026-05-31 20:53:09;Sunday;536251
SteamData;Porto Alegre;DC-POA01;ZonaB;SRV-WEB-01;80.18;34359738368;24836817419;72.28;536870912000;267562095442;49.84;91.43;276843;339145;10;179;chrome.exe;22.54;python.exe;19.72;discord.exe;12.28;chrome.exe;2874441089;discord.exe;1978345401;python.exe;666274314;16;54.57;25.99;1779377589;2026-05-31 20:53:09;Sunday;822913
SteamData;São Paulo;DC-SP01;ZonaA;SRV-API-01;42.93;34359738368;16372812197;47.65;536870912000;249372900331;46.45;94.37;82766;345403;22;265;chrome.exe;14.24;python.exe;6.54;discord.exe;11.34;chrome.exe;1744474042;discord.exe;1356844740;python.exe;563440266;8;67.05;7.23;1779291189;2026-05-31 21:13:09;Sunday;513222
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-DB-01;61.71;34359738368;23372014848;68.02;536870912000;314019915164;58.49;103.28;167827;53947;10;330;chrome.exe;30.84;python.exe;21.88;discord.exe;13.82;chrome.exe;2944223243;discord.exe;662161598;python.exe;420693905;16;20.22;7.17;1779291189;2026-05-31 21:13:09;Sunday;805591
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-DB-01;51.99;34359738368;26589163673;77.38;536870912000;221478131424;41.25;15.6;200803;227272;29;301;chrome.exe;26.31;python.exe;5.12;discord.exe;9.03;chrome.exe;1970329929;discord.exe;1278462682;python.exe;464054890;16;41.9;28.85;1778599989;2026-05-31 21:13:09;Sunday;664233
SteamData;São Paulo;DC-SP01;ZonaC;SRV-DB-01;25.56;34359738368;25326119396;73.71;536870912000;400703122993;74.64;23.86;208144;160394;26;196;chrome.exe;34.21;python.exe;22.71;discord.exe;12.49;chrome.exe;3190696785;discord.exe;1334021695;python.exe;961913038;16;65.49;19.3;1777995189;2026-05-31 21:33:09;Sunday;698968
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-API-01;45.18;34359738368;18369427037;53.46;536870912000;388700397093;72.4;58.75;153169;124609;26;258;chrome.exe;23.94;python.exe;15.28;discord.exe;10.3;chrome.exe;2143651939;discord.exe;1373524317;python.exe;946851143;8;36.01;26.66;1779377589;2026-05-31 21:33:09;Sunday;677098
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-API-01;74.82;34359738368;25962634379;75.56;536870912000;340386578524;63.4;39.65;190054;290596;6;225;chrome.exe;23.85;python.exe;12.51;discord.exe;12.3;chrome.exe;1457681588;discord.exe;1050765373;python.exe;665409110;32;25.21;20.64;1778859189;2026-05-31 21:33:09;Sunday;892655
SteamData;São Paulo;DC-SP01;ZonaC;SRV-WEB-01;78.79;34359738368;20672381942;60.16;536870912000;283468428384;52.8;15.92;99901;59480;5;307;chrome.exe;10.42;python.exe;19.79;discord.exe;5.56;chrome.exe;2442550632;discord.exe;1876813673;python.exe;324350333;8;56.76;7.66;1779031989;2026-05-31 21:53:09;Sunday;590511
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-DB-01;45.08;34359738368;22602117106;65.78;536870912000;311164746092;57.96;102.41;134777;307304;8;396;chrome.exe;22.93;python.exe;21.0;discord.exe;13.73;chrome.exe;3836159425;discord.exe;1779464935;python.exe;380527170;32;14.72;21.39;1779031989;2026-05-31 21:53:09;Sunday;709385
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-API-01;34.17;34359738368;19401061295;56.46;536870912000;200159238009;37.28;101.3;153023;116423;16;320;chrome.exe;27.25;python.exe;20.78;discord.exe;8.28;chrome.exe;2058150732;discord.exe;1928821237;python.exe;383528597;32;29.95;21.39;1778945589;2026-05-31 21:53:09;Sunday;758772
SteamData;São Paulo;DC-SP01;ZonaC;SRV-API-01;87.53;34359738368;17622010221;51.29;536870912000;407246642802;75.86;12.53;180973;241732;15;206;chrome.exe;18.34;python.exe;13.72;discord.exe;6.77;chrome.exe;2810101262;discord.exe;1771087241;python.exe;728160302;32;21.28;11.63;1779291189;2026-05-31 22:13:09;Sunday;638711
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-WEB-01;42.43;34359738368;13174282839;38.34;536870912000;410758388972;76.51;111.19;187093;138171;19;202;chrome.exe;27.83;python.exe;23.68;discord.exe;2.02;chrome.exe;1487815098;discord.exe;1703112392;python.exe;773259807;32;22.42;13.06;1777908789;2026-05-31 22:13:09;Sunday;574984
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-DB-01;85.37;34359738368;23481449411;68.34;536870912000;374707299851;69.79;42.32;114755;220181;26;358;chrome.exe;32.78;python.exe;21.85;discord.exe;11.22;chrome.exe;3564306679;discord.exe;1651069075;python.exe;375536358;32;58.48;12.16;1777995189;2026-05-31 22:13:09;Sunday;639845
SteamData;São Paulo;DC-SP01;ZonaC;SRV-WEB-01;36.09;34359738368;24598186309;71.59;536870912000;290904486556;54.19;84.86;132383;89835;0;328;chrome.exe;26.33;python.exe;10.06;discord.exe;4.7;chrome.exe;3567218415;discord.exe;866205563;python.exe;839928698;32;44.05;12.47;1778599989;2026-05-31 22:33:09;Sunday;638059
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-API-01;76.89;34359738368;22156063348;64.48;536870912000;336478832283;62.67;17.45;94996;273060;15;187;chrome.exe;21.31;python.exe;20.9;discord.exe;9.85;chrome.exe;3055317014;discord.exe;808792851;python.exe;425029247;16;28.23;6.58;1779895989;2026-05-31 22:33:09;Sunday;610620
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-API-01;43.17;34359738368;14616739699;42.54;536870912000;255535533118;47.6;72.24;198179;360036;4;256;chrome.exe;31.58;python.exe;24.11;discord.exe;3.01;chrome.exe;1728668902;discord.exe;1846171677;python.exe;340819662;8;23.87;24.13;1779550389;2026-05-31 22:33:09;Sunday;855115
SteamData;São Paulo;DC-SP01;ZonaB;SRV-WEB-01;81.46;34359738368;28196391650;82.06;536870912000;237166680407;44.18;75.67;218612;192543;27;249;chrome.exe;29.79;python.exe;19.43;discord.exe;2.86;chrome.exe;2494832439;discord.exe;1823957149;python.exe;930697801;8;63.36;5.55;1778513589;2026-05-31 22:53:09;Sunday;543144
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-WEB-01;62.22;34359738368;21313568533;62.03;536870912000;215689587104;40.18;23.47;287731;352214;11;326;chrome.exe;39.23;python.exe;14.19;discord.exe;14.93;chrome.exe;2687502155;discord.exe;966764475;python.exe;952914432;32;42.77;18.67;1778859189;2026-05-31 22:53:09;Sunday;847320
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-API-01;56.65;34359738368;18088744400;52.65;536870912000;442458587853;82.41;35.32;204369;90976;28;221;chrome.exe;25.9;python.exe;10.46;discord.exe;12.58;chrome.exe;3667198229;discord.exe;1797927556;python.exe;868231464;8;68.08;19.18;1779118389;2026-05-31 22:53:09;Sunday;551745
SteamData;São Paulo;DC-SP01;ZonaA;SRV-DB-01;78.29;34359738368;23435948135;68.21;536870912000;328091345340;61.11;102.12;254340;171625;11;369;chrome.exe;10.87;python.exe;14.76;discord.exe;7.89;chrome.exe;1798816478;discord.exe;1737241684;python.exe;893333975;16;30.07;17.5;1778081589;2026-05-31 23:13:09;Sunday;514408
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-API-01;90.63;34359738368;18465008147;53.74;536870912000;424200290261;79.01;85.42;122193;126655;7;196;chrome.exe;35.79;python.exe;22.84;discord.exe;11.39;chrome.exe;2104124271;discord.exe;626199698;python.exe;345882175;32;13.6;13.54;1779377589;2026-05-31 23:13:09;Sunday;663459
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-DB-01;47.76;34359738368;14989163427;43.62;536870912000;320286626925;59.66;64.41;134399;144751;18;172;chrome.exe;28.29;python.exe;16.29;discord.exe;8.62;chrome.exe;1842603647;discord.exe;1115027537;python.exe;685190266;32;64.39;9.82;1778254389;2026-05-31 23:13:09;Sunday;884043
SteamData;São Paulo;DC-SP01;ZonaA;SRV-API-01;39.38;34359738368;22478226643;65.42;536870912000;432021383366;80.47;89.07;118630;118690;25;283;chrome.exe;28.6;python.exe;12.86;discord.exe;8.92;chrome.exe;3071885150;discord.exe;901262702;python.exe;654353251;8;67.36;8.43;1779377589;2026-05-31 23:33:09;Sunday;600375
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-API-01;92.25;34359738368;15913525727;46.31;536870912000;212317997154;39.55;87.59;295979;286752;3;351;chrome.exe;14.76;python.exe;21.39;discord.exe;9.96;chrome.exe;1585362946;discord.exe;1182530932;python.exe;914310011;8;49.84;14.02;1778254389;2026-05-31 23:33:09;Sunday;663452
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-DB-01;29.67;34359738368;28668401536;83.44;536870912000;231849900302;43.19;103.1;90505;68252;15;203;chrome.exe;16.29;python.exe;19.42;discord.exe;12.57;chrome.exe;3615243385;discord.exe;1279456096;python.exe;870231002;16;28.74;20.35;1778254389;2026-05-31 23:33:09;Sunday;732406
SteamData;São Paulo;DC-SP01;ZonaB;SRV-WEB-01;93.05;34359738368;13891557521;40.43;536870912000;299954487212;55.87;19.88;204439;174001;18;321;chrome.exe;15.85;python.exe;19.98;discord.exe;5.59;chrome.exe;2683623571;discord.exe;1682375171;python.exe;436901036;16;52.03;5.32;1777822389;2026-05-31 23:53:09;Sunday;758737
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-DB-01;37.56;34359738368;22170068975;64.52;536870912000;222919294823;41.52;46.97;111212;186173;22;327;chrome.exe;36.54;python.exe;23.2;discord.exe;2.59;chrome.exe;2054110362;discord.exe;1099845891;python.exe;940930921;32;24.36;17.06;1778427189;2026-05-31 23:53:09;Sunday;836655
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-WEB-01;44.09;34359738368;27837334065;81.02;536870912000;410299800975;76.42;73.7;269398;345573;24;325;chrome.exe;28.01;python.exe;19.68;discord.exe;13.04;chrome.exe;2706878899;discord.exe;918719224;python.exe;504070544;16;44.28;26.22;1778513589;2026-05-31 23:53:09;Sunday;502181
SteamData;São Paulo;DC-SP01;ZonaB;SRV-API-01;73.65;34359738368;27002602751;78.59;536870912000;383963617700;71.52;97.57;264496;139466;8;231;chrome.exe;22.32;python.exe;6.82;discord.exe;5.89;chrome.exe;3977779456;discord.exe;1261463157;python.exe;518897161;16;13.16;7.81;1778081589;2026-06-01 00:13:09;Monday;639940
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-DB-01;88.38;34359738368;13089906039;38.1;536870912000;335643329837;62.52;18.99;251221;86427;12;237;chrome.exe;23.32;python.exe;23.13;discord.exe;9.86;chrome.exe;3319721140;discord.exe;1121551512;python.exe;535510118;8;24.94;20.85;1779809589;2026-06-01 00:13:09;Monday;893843
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-API-01;94.14;34359738368;27838433588;81.02;536870912000;401443024533;74.77;57.01;61194;103290;4;354;chrome.exe;21.73;python.exe;9.08;discord.exe;2.0;chrome.exe;1312330862;discord.exe;753782742;python.exe;684415793;16;42.05;26.33;1777822389;2026-06-01 00:13:09;Monday;673205
SteamData;São Paulo;DC-SP01;ZonaA;SRV-DB-01;34.81;34359738368;20906093319;60.84;536870912000;287922224795;53.63;37.98;179622;255259;30;395;chrome.exe;38.71;python.exe;6.06;discord.exe;7.15;chrome.exe;3035450567;discord.exe;1884541362;python.exe;808662539;32;53.39;11.37;1778772789;2026-06-01 00:33:09;Monday;716824
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-WEB-01;26.67;34359738368;21919476865;63.79;536870912000;438753136682;81.72;97.54;269848;326802;19;317;chrome.exe;39.76;python.exe;23.08;discord.exe;14.5;chrome.exe;3636197132;discord.exe;865383634;python.exe;592450805;8;10.19;14.53;1777995189;2026-06-01 00:33:09;Monday;540946
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-API-01;88.24;34359738368;13890184613;40.43;536870912000;400534601234;74.61;93.51;131706;330353;29;176;chrome.exe;17.17;python.exe;7.48;discord.exe;5.72;chrome.exe;2319250666;discord.exe;1651380755;python.exe;425418997;16;64.52;22.34;1779463989;2026-06-01 00:33:09;Monday;855754
SteamData;São Paulo;DC-SP01;ZonaA;SRV-API-01;51.84;34359738368;16052589932;46.72;536870912000;339379877572;63.21;30.95;149476;130754;18;213;chrome.exe;11.02;python.exe;20.01;discord.exe;13.15;chrome.exe;3645143379;discord.exe;834987352;python.exe;611723827;8;38.79;20.46;1777735989;2026-06-01 00:53:09;Monday;710822
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-DB-01;87.94;34359738368;15733773881;45.79;536870912000;427053645668;79.54;19.96;58788;92351;23;268;chrome.exe;15.76;python.exe;16.25;discord.exe;13.44;chrome.exe;3093190147;discord.exe;703957670;python.exe;715588813;16;50.6;9.52;1778599989;2026-06-01 00:53:09;Monday;647817
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-DB-01;52.27;34359738368;28232957326;82.17;536870912000;364240388291;67.85;55.63;87992;355633;14;371;chrome.exe;20.64;python.exe;9.56;discord.exe;6.28;chrome.exe;2548578078;discord.exe;1869300389;python.exe;826664566;32;35.64;12.44;1779809589;2026-06-01 00:53:09;Monday;559547
SteamData;São Paulo;DC-SP01;ZonaA;SRV-API-01;60.37;34359738368;25443622653;74.05;536870912000;448504015347;83.54;56.35;218667;82888;24;317;chrome.exe;38.19;python.exe;7.95;discord.exe;11.75;chrome.exe;3674180243;discord.exe;567490109;python.exe;800321518;8;22.7;8.41;1778599989;2026-06-01 01:13:09;Monday;652080
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-DB-01;30.24;34359738368;21233494477;61.8;536870912000;328603999839;61.21;112.94;89641;61122;11;302;chrome.exe;37.58;python.exe;15.35;discord.exe;4.82;chrome.exe;3872995803;discord.exe;754598586;python.exe;801404758;8;30.49;21.68;1777735989;2026-06-01 01:13:09;Monday;825966
SteamData;Porto Alegre;DC-POA01;ZonaB;SRV-API-01;69.53;34359738368;12735235587;37.06;536870912000;302364216513;56.32;14.02;197512;162440;11;162;chrome.exe;28.56;python.exe;21.58;discord.exe;3.68;chrome.exe;1724479757;discord.exe;530904701;python.exe;346992526;32;43.62;11.5;1778427189;2026-06-01 01:13:09;Monday;669104
SteamData;São Paulo;DC-SP01;ZonaA;SRV-DB-01;42.65;34359738368;22922235611;66.71;536870912000;371377761126;69.17;99.02;212061;201045;23;314;chrome.exe;38.96;python.exe;16.15;discord.exe;14.56;chrome.exe;3429747789;discord.exe;867320420;python.exe;564190925;8;22.89;19.99;1779204789;2026-06-01 01:33:09;Monday;821974
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-API-01;79.78;34359738368;13763002823;40.06;536870912000;316427329902;58.94;114.63;126657;178016;22;159;chrome.exe;23.06;python.exe;19.87;discord.exe;9.38;chrome.exe;1663946202;discord.exe;937113383;python.exe;376744880;8;59.56;12.02;1779550389;2026-06-01 01:33:09;Monday;713734
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-WEB-01;56.48;34359738368;17595772759;51.21;536870912000;377403153775;70.3;100.45;183387;125989;26;212;chrome.exe;15.46;python.exe;18.96;discord.exe;5.09;chrome.exe;2960157696;discord.exe;1812618955;python.exe;542672310;32;55.58;29.38;1778340789;2026-06-01 01:33:09;Monday;862829
SteamData;São Paulo;DC-SP01;ZonaC;SRV-API-01;86.23;34359738368;20255400941;58.95;536870912000;441817440634;82.29;47.99;173051;179457;24;323;chrome.exe;28.2;python.exe;5.73;discord.exe;6.93;chrome.exe;3339091671;discord.exe;1742735023;python.exe;727826883;32;44.63;15.39;1778167989;2026-06-01 01:53:09;Monday;609151
